,rateRoll_des,ratePitch_des,rateYaw_des,rateRoll,ratePitch,rateYaw,roll,pitch,yaw,roll_d,pitch_d,yaw_d,T,R,P,Y,vx,vy,vz,z
113,0.0,0.0,-0.0,-30.711,21.371,53.285,6.0,-3.1,34.7,0.0,0.0,0.0,55767.0,3944.0,-6667.0,17374.0,0.012,-0.541,-0.041,0.265
114,0.0,0.0,-0.0,-30.653,19.022,55.577,5.7,-2.8,35.2,0.0,0.0,0.0,55767.0,-12033.0,10875.0,15999.0,0.024,-0.544,0.001,0.265
115,0.0,0.0,-0.0,-28.247,17.533,55.061,5.5,-2.5,35.9,0.0,0.0,0.0,55767.0,7139.0,-7403.0,16081.0,0.031,-0.549,0.023,0.265
116,0.0,0.0,-0.0,-27.559,18.507,56.608,5.2,-2.3,36.4,0.0,0.0,0.0,55767.0,5891.0,-11741.0,10493.0,0.042,-0.5660000000000001,0.051000000000000004,0.265
117,0.0,0.0,-0.0,-24.694,17.189,55.348,4.9,-2.1,36.9,0.0,0.0,0.0,55767.0,-3371.0,-3649.0,12554.0,0.053,-0.5680000000000001,0.114,0.271
118,0.0,0.0,-0.0,-25.554,13.407,57.525,4.7,-1.9,37.5,0.0,0.0,0.0,55767.0,5467.0,-3735.0,11705.0,0.055,-0.5700000000000001,0.153,0.273
119,0.0,0.0,-0.0,-25.21,11.345,55.806,4.4,-1.7,38.0,0.0,0.0,0.0,55767.0,958.0,-8054.0,15395.0,0.07,-0.586,0.187,0.274
120,0.0,0.0,-0.0,-26.356,14.381,56.551,4.2,-1.5,38.7,0.0,0.0,0.0,55767.0,1881.0,-6656.0,11847.0,0.074,-0.588,0.223,0.276
121,0.0,0.0,-0.0,-22.861,14.61,55.863,4.0,-1.3,39.2,0.0,0.0,0.0,55767.0,6627.0,-9396.0,16153.0,0.083,-0.605,0.277,0.28200000000000003
122,0.0,0.0,-0.0,-18.793,15.756,55.52,3.7,-1.2,39.7,0.0,0.0,0.0,55767.0,6016.0,-2917.0,14945.0,0.08700000000000001,-0.605,0.313,0.28500000000000003
123,0.0,0.0,-0.0,-24.179,13.694,56.264,3.6,-0.9,40.3,0.0,0.0,0.0,55767.0,5953.0,-4957.0,11731.0,0.094,-0.605,0.34800000000000003,0.289
124,0.0,0.0,-0.0,-23.491,14.782,56.15,3.3,-0.8,40.8,0.0,0.0,0.0,55767.0,-357.0,-10594.0,16888.0,0.101,-0.62,0.382,0.292
125,0.0,0.0,-0.0,-20.283,18.277,55.52,3.1,-0.6,41.3,0.0,0.0,0.0,55767.0,3643.0,-12137.0,9502.0,0.10400000000000001,-0.622,0.429,0.299
126,0.0,0.0,-0.0,-22.231,19.481,56.207,2.9,-0.3,42.0,0.0,0.0,0.0,55767.0,8310.0,-10808.0,15363.0,0.106,-0.621,0.465,0.303
127,0.0,0.0,-0.0,-23.147,15.986,56.035,2.6,-0.1,42.5,0.0,0.0,0.0,55767.0,10539.0,-7215.0,15485.0,0.113,-0.635,0.498,0.308
128,0.0,0.0,-0.0,-24.007,17.762,55.348,2.3,0.0,43.0,0.0,0.0,0.0,55767.0,-3942.0,-7598.0,11886.0,0.114,-0.634,0.534,0.313
129,0.0,0.0,-0.0,-20.111,14.84,56.723,2.2,0.3,43.6,0.0,0.0,0.0,55767.0,-2276.0,-6261.0,15072.0,0.114,-0.636,0.586,0.322
130,0.0,0.0,-0.0,-21.83,15.47,53.4,1.9,0.4,44.1,0.0,0.0,0.0,55767.0,12068.0,-5650.0,16175.0,0.117,-0.647,0.619,0.328
131,0.0,0.0,-0.0,-22.861,13.465,56.494,1.7,0.6,44.7,0.0,0.0,0.0,55767.0,2865.0,-5523.0,11303.0,0.116,-0.648,0.655,0.334
132,0.0,0.0,-0.0,-17.762,13.293,53.4,1.5,0.7,45.3,0.0,0.0,0.0,55767.0,3771.0,-6761.0,15647.0,0.114,-0.647,0.6900000000000001,0.341
133,0.0,0.0,-0.0,-22.231,13.121,54.832,1.0,1.0,46.3,0.0,0.0,0.0,55767.0,-4923.0,-7202.0,13597.0,0.117,-0.659,0.741,0.35100000000000003
134,0.0,0.0,-0.0,-21.83,14.152,54.546,0.8,1.2,46.9,0.0,0.0,0.0,55767.0,-1020.0,-13915.0,13596.0,0.116,-0.658,0.773,0.359
135,0.0,0.0,-0.0,-17.189,17.074,53.572,0.6,1.4,47.4,0.0,0.0,0.0,55767.0,235.0,-5283.0,17189.0,0.11800000000000001,-0.664,0.804,0.367
136,0.0,0.0,-0.0,-18.736,14.725,54.488,0.4,1.5,48.0,0.0,0.0,0.0,55767.0,5604.0,-4733.0,12154.0,0.112,-0.664,0.839,0.375
137,0.771,-13.02,-289.077,-19.767,9.339,54.889,0.2,1.6,48.5,-12.9,-11.1,0.0,55767.0,6255.0,-2401.0,32767.0,0.109,-0.663,0.887,0.386
138,-79.588,-75.773,-288.294,-21.944,6.704,51.566,-0.1,1.6,48.9,-12.9,-11.4,0.0,42346.6,-7621.0,-14674.0,32767.0,0.109,-0.672,0.92,0.395
139,-78.978,-78.584,-292.117,-20.798,7.735,37.529,-0.4,1.7,49.2,-12.8,-11.6,0.0,40982.5,-6176.0,-14345.0,32767.0,0.106,-0.672,0.9500000000000001,0.404
140,-77.227,-80.101,-295.02,-27.387,3.896,20.798,-0.3,1.7,49.2,-12.6,-11.7,0.0,39640.9,-4480.0,-12613.0,32767.0,0.1,-0.669,0.977,0.41400000000000003
141,-74.51,-81.438,-296.855,-33.002,-2.349,2.75,-0.7,1.7,49.3,-12.7,-11.9,0.0,38393.1,-3505.0,-8894.0,32767.0,0.1,-0.677,1.008,0.427
142,-73.36,-83.031,-294.891,-52.082,-6.245,-15.814,-1.2,1.6,49.2,-12.5,-11.9,0.0,36837.1,-2623.0,-11990.0,32767.0,0.091,-0.673,1.027,0.438
143,-69.976,-83.356,-300.815,-62.51,-11.631,-33.232,-1.8,1.5,48.8,-12.7,-12.0,0.0,35727.0,1649.0,-8851.0,31973.0,0.091,-0.68,1.039,0.448
144,-67.502,-83.392,-293.55,-78.151,-16.96,-50.821,-2.6,1.4,48.3,-12.5,-11.9,0.0,34759.5,2143.0,-10396.0,29774.0,0.083,-0.674,1.05,0.458
145,-62.273,-82.465,-291.069,-91.616,-21.658,-65.947,-3.4,1.2,47.7,-12.3,-11.8,0.0,33841.5,8987.0,-7093.0,28188.0,0.07100000000000001,-0.667,1.07,0.47100000000000003
146,-56.306,-81.586,-296.393,-99.351,-28.419,-79.87,-4.4,1.0,46.9,-12.6,-11.9,0.0,32530.3,6277.0,-6546.0,25750.0,0.067,-0.676,1.071,0.482
147,-51.955,-80.959,-283.346,-105.138,-38.503,-90.928,-5.5,0.7,46.0,-12.4,-11.7,0.0,31820.7,7685.0,-7668.0,24023.0,0.057,-0.666,1.072,0.493
148,-45.081,-78.372,-281.278,-107.43,-46.925,-100.497,-6.5,0.4,45.0,-12.1,-11.4,0.0,31109.9,8821.0,-2513.0,21809.0,0.043000000000000003,-0.65,1.07,0.504
149,-36.557,-75.078,-275.389,-103.82,-56.436,-108.747,-7.6,-0.1,43.8,-12.3,-11.4,0.0,30456.7,7961.0,-101.0,21747.0,0.037,-0.655,1.078,0.516
150,-32.024,-72.793,-269.328,-96.658,-64.916,-115.165,-8.6,-0.6,42.6,-12.1,-11.0,0.0,29434.4,7234.0,-528.0,18899.0,0.027,-0.638,1.073,0.527
151,-24.553,-68.005,-262.374,-82.678,-71.906,-119.748,-9.5,-1.0,41.4,-11.8,-10.7,0.0,28855.6,5060.0,1939.0,17661.0,0.017,-0.622,1.065,0.538
152,-17.926,-63.164,-255.026,-70.359,-74.828,-122.613,-10.2,-1.6,40.0,-11.9,-10.6,0.0,28340.1,5127.0,1856.0,17211.0,0.007,-0.62,1.054,0.548
153,-14.05,-59.724,-247.594,-55.863,-75.057,-124.79,-10.8,-2.1,38.7,-11.7,-10.2,0.0,27901.4,4419.0,4424.0,15536.0,0.0,-0.603,1.067,0.5640000000000001
154,-8.965,-54.359,-239.999,-40.336,-74.485,-124.905,-11.3,-2.6,37.3,-11.7,-10.0,0.0,26634.4,1694.0,1398.0,15256.0,-0.01,-0.599,1.053,0.5740000000000001
155,-6.292,-51.101,-232.318,-23.663,-70.417,-125.191,-11.7,-3.0,36.0,-11.5,-9.6,0.0,26258.8,-1068.0,-1135.0,13746.0,-0.016,-0.58,1.037,0.585
156,-2.81,-45.982,-224.476,-10.714,-62.968,-123.702,-11.9,-3.4,34.6,-11.2,-9.2,0.0,25948.6,-1344.0,-934.0,13067.0,-0.023,-0.562,1.02,0.595
157,-0.05,-41.603,-216.765,4.927,-55.176,-121.696,-11.9,-3.7,33.3,-11.1,-9.1,0.0,25681.7,-2173.0,410.0,12600.0,-0.034,-0.552,1.0010000000000001,0.605
158,1.102,-39.322,-209.193,16.845,-44.29,-120.608,-11.9,-3.9,32.0,-10.8,-8.7,0.0,26079.0,-1998.0,1025.0,11691.0,-0.039,-0.535,0.961,0.612
159,2.173,-35.874,-201.86,24.064,-36.268,-118.373,-11.7,-4.0,30.8,-10.6,-8.3,0.0,25922.4,-1987.0,-1135.0,11202.0,-0.042,-0.518,0.9380000000000001,0.621
160,2.544,-32.932,-194.777,29.794,-29.393,-115.566,-11.5,-4.0,29.6,-10.4,-8.1,0.0,25836.6,-5278.0,-7218.0,10641.0,-0.051000000000000004,-0.506,0.914,0.63
161,2.591,-31.759,-187.945,31.742,-21.314,-112.013,-11.3,-4.0,28.5,-10.2,-7.8,0.0,25772.8,-3117.0,-4217.0,10155.0,-0.055,-0.489,0.89,0.639
162,2.712,-30.068,-181.284,32.372,-17.189,-108.747,-11.0,-4.0,27.4,-10.0,-7.5,0.0,26345.2,-1877.0,-5187.0,9786.0,-0.056,-0.47500000000000003,0.846,0.645
163,2.41,-28.372,-174.929,29.049,-15.126,-105.883,-10.8,-3.9,26.3,-9.8,-7.4,0.0,26387.4,-3312.0,-6145.0,9304.0,-0.066,-0.463,0.8170000000000001,0.653
164,2.45,-28.532,-168.771,25.267,-11.631,-102.789,-10.7,-3.8,25.2,-9.5,-7.1,0.0,26501.8,-336.0,-1363.0,8983.0,-0.067,-0.447,0.789,0.661
165,2.838,-27.004,-162.796,18.048,-12.376,-99.58,-10.5,-3.7,24.2,-9.3,-6.8,0.0,26606.8,-1814.0,-3002.0,8600.0,-0.07,-0.431,0.762,0.669
166,3.743,-26.029,-157.004,13.579,-11.402,-96.314,-10.5,-3.7,23.3,-9.0,-6.7,0.0,26662.0,44.0,-825.0,8300.0,-0.077,-0.419,0.734,0.677
167,4.682,-25.824,-151.378,6.99,-12.777,-92.934,-10.5,-3.6,22.3,-8.8,-6.4,0.0,26831.6,2148.0,-487.0,8070.0,-0.079,-0.402,0.705,0.684
168,6.491,-24.652,-145.952,0.859,-15.011,-89.439,-10.5,-3.6,21.4,-8.5,-6.3,0.0,27000.2,2674.0,-928.0,7829.0,-0.082,-0.389,0.677,0.6910000000000001
169,8.243,-23.817,-140.694,-3.209,-18.621,-86.459,-10.6,-3.6,20.5,-8.3,-6.1,0.0,27172.0,2300.0,-2401.0,7570.0,-0.08600000000000001,-0.375,0.648,0.6970000000000001
170,10.334,-22.841,-135.598,-3.438,-18.163,-83.766,-10.7,-3.6,19.7,-7.9,-5.9,0.0,27202.4,3944.0,-6.0,7168.0,-0.09,-0.358,0.625,0.705
171,13.159,-21.831,-130.607,-3.667,-19.366,-80.558,-10.8,-3.6,18.8,-7.8,-5.7,0.0,27415.4,2813.0,-3567.0,7178.0,-0.09,-0.34800000000000003,0.597,0.711
172,14.545,-20.583,-125.844,-3.094,-19.767,-76.203,-10.9,-3.7,18.0,-7.5,-5.5,0.0,27628.8,3592.0,2561.0,6972.0,-0.092,-0.333,0.5680000000000001,0.717
173,17.122,-19.225,-121.253,0.344,-19.882,-73.396,-10.9,-3.7,17.3,-7.1,-5.3,0.0,27871.7,2486.0,-3580.0,6833.0,-0.092,-0.315,0.541,0.722
174,19.726,-17.697,-116.858,6.99,-17.361,-70.073,-10.9,-3.8,16.6,-6.9,-5.2,0.0,28102.7,3066.0,566.0,6652.0,-0.096,-0.303,0.516,0.728
175,21.302,-17.053,-112.659,11.23,-18.22,-66.291,-10.9,-3.8,15.9,-6.6,-5.0,0.0,28252.3,-1545.0,-4234.0,6704.0,-0.094,-0.29,0.489,0.733
176,22.383,-15.472,-108.718,19.251,-13.006,-63.713,-10.7,-3.8,15.2,-6.3,-4.9,0.0,28501.3,1322.0,965.0,6449.0,-0.095,-0.276,0.461,0.738
177,23.414,-14.625,-104.91,24.179,-12.949,-60.734,-10.5,-3.8,14.6,-6.0,-4.8,0.0,28777.4,-817.0,-2111.0,6261.0,-0.099,-0.262,0.435,0.742
178,24.236,-14.357,-100.522,28.877,-11.86,-57.64,-10.3,-3.8,14.0,-5.7,-4.6,0.0,29049.6,282.0,236.0,6330.0,-0.097,-0.247,0.418,0.748
179,24.673,-13.182,-97.851,32.601,-10.772,-54.66,-10.0,-3.8,13.4,-5.4,-4.5,0.0,28981.9,-406.0,-3099.0,6197.0,-0.099,-0.231,0.393,0.752
180,25.323,-12.597,-94.585,36.039,-8.422,-52.54,-9.7,-3.8,12.9,-5.2,-4.4,0.0,29251.1,-1582.0,-2612.0,6017.0,-0.1,-0.22,0.366,0.756
181,24.994,-12.208,-91.494,37.471,-7.162,-49.504,-9.4,-3.8,12.4,-4.9,-4.2,0.0,29546.6,-1179.0,912.0,6181.0,-0.097,-0.20800000000000002,0.34,0.76
182,24.399,-11.107,-89.058,37.3,-7.162,-47.555,-9.0,-3.8,11.9,-4.6,-4.2,0.0,29865.7,-1235.0,-3504.0,5863.0,-0.099,-0.193,0.309,0.762
183,24.68,-10.84,-85.784,37.758,-6.474,-44.977,-8.7,-3.8,11.4,-4.4,-4.0,0.0,30342.2,741.0,444.0,6068.0,-0.095,-0.184,0.28400000000000003,0.765
184,23.601,-9.811,-83.171,36.268,-8.422,-42.571,-8.4,-3.8,11.0,-4.1,-3.9,0.0,30664.8,-1889.0,-600.0,5926.0,-0.094,-0.169,0.26,0.768
185,23.8,-8.893,-80.658,35.523,-6.245,-40.508,-8.0,-3.8,10.6,-3.8,-3.9,0.0,30979.1,139.0,413.0,5569.0,-0.1,-0.155,0.23500000000000001,0.77
186,24.072,-9.348,-78.192,34.721,-7.62,-37.815,-7.7,-3.8,10.2,-3.5,-3.8,0.0,31308.6,796.0,-76.0,5889.0,-0.096,-0.14400000000000002,0.218,0.774
187,23.605,-8.244,-75.945,32.2,-7.391,-35.638,-7.4,-3.8,9.8,-3.3,-3.6,0.0,31429.4,997.0,-3773.0,5896.0,-0.093,-0.135,0.195,0.776
188,23.021,-7.421,-73.852,29.622,-3.896,-33.976,-7.2,-3.8,9.5,-3.0,-3.6,0.0,31737.8,293.0,-1767.0,5725.0,-0.095,-0.121,0.17200000000000001,0.778
189,23.56,-7.341,-71.833,28.304,-2.922,-31.799,-6.9,-3.8,9.1,-2.8,-3.5,0.0,32054.1,482.0,-941.0,5902.0,-0.092,-0.111,0.151,0.779
190,23.473,-6.508,-69.99,26.528,-3.782,-29.335,-6.7,-3.8,8.8,-2.5,-3.4,0.0,32360.7,1061.0,-808.0,5833.0,-0.092,-0.097,0.131,0.781
191,24.166,-6.168,-68.242,26.814,-2.12,-28.075,-6.4,-3.8,8.6,-2.3,-3.3,0.0,32615.5,-1547.0,-4066.0,5927.0,-0.088,-0.089,0.111,0.782
192,23.794,-5.471,-66.649,24.523,-2.521,-25.554,-6.2,-3.7,8.3,-2.1,-3.1,0.0,32918.2,-2695.0,-1863.0,377.0,-0.085,-0.079,0.091,0.783
193,23.815,-4.787,-65.166,25.096,2.865,-24.293,-6.0,-3.7,8.0,-1.8,-3.1,0.0,33215.0,-458.0,-5028.0,793.0,-0.08600000000000001,-0.066,0.073,0.784
194,24.554,-4.93,-63.733,24.064,4.985,-22.517,-5.8,-3.6,7.8,-1.6,-3.0,0.0,33488.1,2024.0,-497.0,1314.0,-0.085,-0.058,0.041,0.782
195,24.467,-5.076,-62.51,23.09,2.005,-20.397,-5.6,-3.6,7.6,-1.4,-2.9,0.0,34261.4,-1851.0,-2227.0,1737.0,-0.081,-0.049,0.024,0.782
196,24.513,-4.508,-61.363,24.293,1.432,-18.621,-5.3,-3.5,7.4,-1.1,-2.8,0.0,34541.4,-3320.0,-3598.0,2144.0,-0.08,-0.039,0.007,0.783
197,24.784,-4.351,-60.271,27.559,2.521,-17.647,-5.1,-3.5,7.2,-0.9,-2.7,0.0,34811.7,-269.0,-329.0,2506.0,-0.076,-0.029,-0.008,0.783
198,24.712,-3.679,-59.284,26.299,2.177,-15.241,-4.8,-3.4,7.1,-0.7,-2.7,0.0,35080.0,-3964.0,243.0,3042.0,-0.075,-0.018000000000000002,-0.023,0.782
199,25.11,-3.603,-58.409,29.507,2.349,-14.84,-4.5,-3.4,6.9,-0.5,-2.5,0.0,35491.2,621.0,-206.0,6392.0,-0.07200000000000001,-0.01,-0.043000000000000003,0.781
200,24.328,-3.219,-57.496,29.565,4.87,-14.496,-4.2,-3.3,6.8,-0.4,-2.5,0.0,35777.3,-774.0,718.0,6342.0,-0.073,-0.012,-0.043000000000000003,0.781
201,23.506,-3.125,-56.714,29.679,5.615,-13.006,-4.0,-3.2,6.6,-0.2,-2.4,0.0,36002.5,-88.0,-5137.0,6424.0,-0.07100000000000001,-0.004,-0.056,0.781
202,23.002,-3.128,-56.019,31.283,6.131,-11.459,-3.6,-3.2,6.5,-0.1,-2.3,0.0,36206.2,-221.0,-3024.0,6440.0,-0.07,0.0,-0.067,0.78
203,21.679,-3.37,-55.299,29.164,6.016,-11.23,-3.4,-3.1,6.4,-0.0,-2.2,0.0,35892.5,-119.0,1291.0,6486.0,-0.065,0.003,-0.064,0.782
204,20.213,-3.081,-54.705,28.877,5.214,-9.568,-3.1,-3.0,6.3,0.2,-2.2,0.0,36089.8,332.0,-1742.0,6604.0,-0.065,0.013000000000000001,-0.075,0.781
205,20.268,-3.418,-54.168,25.497,3.61,-8.365,-2.8,-2.9,6.2,0.3,-2.2,0.0,36257.2,-1538.0,-4990.0,6618.0,-0.064,0.018000000000000002,-0.085,0.781
206,19.398,-3.671,-53.69,22.976,7.105,-8.079,-2.6,-2.9,6.1,0.4,-2.1,0.0,36450.6,1438.0,-3062.0,6732.0,-0.061,0.022,-0.096,0.78
207,18.708,-3.458,-53.295,21.314,6.99,-7.162,-2.4,-2.8,6.1,0.6,-2.1,0.0,36605.0,56.0,-406.0,6752.0,-0.061,0.031,-0.10400000000000001,0.779
208,18.917,-3.866,-52.915,19.309,4.985,-7.047,-2.2,-2.7,6.0,0.7,-2.0,0.0,36730.7,755.0,-5547.0,6696.0,-0.057,0.036000000000000004,-0.112,0.778
209,18.401,-3.495,-52.57,18.908,8.709,-6.532,-2.0,-2.6,5.9,0.8,-1.9,0.0,36836.5,1237.0,-953.0,6809.0,-0.057,0.04,-0.11800000000000001,0.776
210,18.04,-3.991,-52.222,17.991,5.5,-4.641,-1.8,-2.5,5.9,0.8,-1.9,0.0,36960.0,1647.0,-558.0,6922.0,-0.057,0.042,-0.125,0.775
211,16.925,-4.408,-51.899,19.251,5.386,-4.183,-1.7,-2.4,5.8,0.9,-1.8,0.0,36592.8,441.0,-2851.0,6924.0,-0.053,0.045,-0.11800000000000001,0.777
212,16.337,-4.317,-51.725,18.449,9.454,-4.183,-1.5,-2.4,5.8,1.0,-1.9,0.0,36672.7,-1058.0,-2083.0,6840.0,-0.054,0.05,-0.123,0.775
213,16.202,-5.134,-51.492,16.558,7.277,-4.24,-1.3,-2.3,5.7,1.1,-1.8,0.0,36792.2,695.0,-1966.0,6899.0,-0.051000000000000004,0.054,-0.13,0.774
214,15.741,-5.082,-51.313,17.819,4.87,-3.266,-1.1,-2.2,5.7,1.1,-1.7,0.0,36844.0,1226.0,-2791.0,7026.0,-0.048,0.054,-0.134,0.773
215,14.751,-4.896,-51.188,16.501,7.047,-3.323,-1.0,-2.1,5.7,1.1,-1.7,0.0,36972.3,-572.0,-3643.0,6969.0,-0.047,0.057,-0.136,0.772
216,14.182,-5.208,-51.026,17.074,5.5,-2.12,-0.8,-2.1,5.7,1.2,-1.7,0.0,36901.0,2678.0,-3565.0,7075.0,-0.048,0.059000000000000004,-0.14100000000000001,0.771
217,13.587,-5.777,-50.892,13.751,6.188,-2.464,-0.7,-2.0,5.6,1.2,-1.6,0.0,37014.6,1902.0,685.0,7067.0,-0.045,0.061,-0.147,0.769
218,13.013,-5.6,-50.809,14.381,4.813,-2.693,-0.6,-1.9,5.6,1.3,-1.7,0.0,37055.4,123.0,-1285.0,7072.0,-0.048,0.065,-0.15,0.768
219,13.11,-6.432,-51.925,14.61,3.896,-1.318,-0.4,-1.9,5.6,1.4,-1.6,0.0,37118.2,1848.0,-5035.0,7212.0,-0.045,0.067,-0.17,0.764
220,12.587,-6.319,-50.693,12.72,4.125,-1.776,-0.3,-1.8,5.6,1.3,-1.8,0.0,37822.1,-203.0,-4845.0,7059.0,-0.051000000000000004,0.063,-0.177,0.762
221,11.239,-7.7,-50.529,13.35,4.985,-2.063,-0.2,-1.7,5.5,1.3,-1.8,0.0,37831.4,1206.0,-3745.0,7075.0,-0.05,0.065,-0.178,0.76
222,10.794,-7.974,-50.443,11.23,4.354,-1.146,-0.1,-1.7,5.5,1.2,-1.7,0.0,37952.1,526.0,-1659.0,7112.0,-0.049,0.063,-0.183,0.758
